symbol,price,beta,volAvg,mktCap,lastDiv,range,changes,companyName,currency,cik,isin,cusip,exchange,exchangeShortName,industry,website,description,ceo,sector,country,fullTimeEmployees,phone,address,city,state,zip,dcfDiff,dcf,image,ipoDate,defaultImage,isEtf,isActivelyTrading,isAdr,isFund
CAH,103.13,0.651,1913500,25119064710,2.02,85.12-116.04,-1.24,"Cardinal Health, Inc.",USD,0000721371,US14149Y1082,14149Y108,New York Stock Exchange,NYSE,Medical - Distribution,https://www.cardinalhealth.com,"Cardinal Health, Inc. operates as an integrated healthcare services and products company in the United States, Canada, Europe, Asia, and internationally. It provides customized solutions for hospitals, healthcare systems, pharmacies, ambulatory surgery centers, clinical laboratories, physician offices, and patients in the home. The company operates in two segments, Pharmaceutical and Medical. The Pharmaceutical segment distributes branded and generic pharmaceutical, specialty pharmaceutical, and over-the-counter healthcare and consumer products. The segment also provides services to pharmaceutical manufacturers and healthcare providers for specialty pharmaceutical products; operates nuclear pharmacies and radiopharmaceutical manufacturing facilities; repackages generic pharmaceuticals and over-the-counter healthcare products; and offers medication therapy management and patient outcomes services to hospitals, other healthcare providers, and payers, as well as provides pharmacy management services to hospitals. The Medical segment manufactures, sources, and distributes Cardinal Health branded medical, surgical, and laboratory products and devices that include exam and surgical gloves; needles, syringe, and sharps disposals; compressions; incontinences; nutritional delivery products; wound care products; single-use surgical drapes, gowns, and apparels; fluid suction and collection systems; urology products; operating room supply products; and electrode product lines. The segment also distributes a range of national brand products, including medical, surgical, and laboratory products; provides supply chain services and solutions to hospitals, ambulatory surgery centers, clinical laboratories, and other healthcare providers; and assembles and sells sterile, and non-sterile procedure kits. The company was incorporated in 1979 and is headquartered in Dublin, Ohio.",Mr. Jason M. Hollar,Healthcare,US,47040,614 757 5000,7000 Cardinal Place,Dublin,OH,43017,-191.94901,296.31901204223027,https://financialmodelingprep.com/image-stock/CAH.png,1983-08-04,False,False,True,False,False
KMX,72.7002,1.695,2227556,11437704365,0.0,59.66-88.22,1.3402,"CarMax, Inc.",USD,0001170010,US1431301027,143130102,New York Stock Exchange,NYSE,Auto - Dealerships,https://www.carmax.com,"CarMax, Inc., together with its subsidiaries, operates as a retailer of used vehicles in the United States. The company operates through two segments, CarMax Sales Operations and CarMax Auto Finance. It offers customers a range of makes and models of used vehicles, including domestic, imported, and luxury vehicles, as well as hybrid and electric vehicles; and extended protection plans to customers at the time of sale, as well as sells vehicles that are approximately 10 years old and has more than 100,000 miles through wholesale auctions. The company also provides reconditioning and vehicle repair services; and financing alternatives for retail customers across a range of credit spectrum through its CarMax Auto Finance and arrangements with various financial institutions. As of February 28, 2022, it operated approximately 230 used car stores. CarMax, Inc. was founded in 1993 and is based in Richmond, Virginia.",Mr. William D. Nash,Consumer Cyclical,US,29836,804 747 0422,12800 Tuckahoe Creek Parkway,Richmond,VA,23238,2.26798,66.832,https://financialmodelingprep.com/image-stock/KMX.png,1997-02-04,False,False,True,False,False
CCL,15.96,2.582,30651638,19973470904,0.0,10.84-19.74,-0.1,Carnival Corporation & plc,USD,0000815097,PA1436583006,143658300,New York Stock Exchange,NYSE,Travel Services,https://www.carnivalcorp.com,"Carnival Corporation & plc operates as a leisure travel company. Its ships visit approximately 700 ports under the Carnival Cruise Line, Princess Cruises, Holland America Line, P&O Cruises (Australia), Seabourn, Costa Cruises, AIDA Cruises, P&O Cruises (UK), and Cunard brand names. The company also provides port destinations and other services, as well as owns and owns and operates hotels, lodges, glass-domed railcars, and motor coaches. It sells its cruises primarily through travel agents, tour operators, vacation planners, and websites. The company operates in the United States, Canada, Continental Europe, the United Kingdom, Australia, New Zealand, Asia, and internationally. It operates 87 ships with 223,000 lower berths. Carnival Corporation & plc was founded in 1972 and is headquartered in Miami, Florida.",Mr. Joshua Ian Weinstein,Consumer Cyclical,US,106000,305 599 2600,Carnival Place,Miami,FL,33178-2428,6.25993,17.2799,https://financialmodelingprep.com/image-stock/CCL.png,1987-07-24,False,False,True,False,False
CARR,62.73,1.198,4075391,56520545490,0.76,45.68-66.499,-1.3,Carrier Global Corporation,USD,0001783180,US14448C1045,14448C104,New York Stock Exchange,NYSE,Construction,https://www.corporate.carrier.com,"Carrier Global Corporation provides heating, ventilating, and air conditioning (HVAC), refrigeration, fire, security, and building automation technologies worldwide. It operates through three segments: HVAC, Refrigeration, and Fire & Security. The HVAC segment provides products, controls, services, and solutions to meet the heating, cooling, and ventilation needs of residential and commercial customers. Its products include air conditioners, heating systems, controls, and aftermarket components, as well as aftermarket repair and maintenance services and building automation solutions. The Refrigeration segment offers transport refrigeration and monitoring products and services, as well as digital solutions for trucks, trailers, shipping containers, intermodal applications, food retail, and warehouse cooling; and commercial refrigeration solutions, such as refrigerated cabinets, freezers, systems, and controls. The Fire & Security segment provides various residential, commercial, and industrial technologies, including fire, flame, gas, smoke, and carbon monoxide detection; portable fire extinguishers; fire suppression systems; intruder alarms; access control systems; video management systems; and electronic controls. Its other fire and security service offerings comprise audit, design, installation, and system integration, as well as aftermarket maintenance and repair and monitoring services. The company offers its products under the Autronica, Det-Tronics, Edwards, Fireye, GST, Kidde, LenelS2, Marioff, Onity, and Supra; Carrier, Automated Logic, Bryant, CIAT, Day & Night, Heil, NORESCO, and Riello; and Carrier Commercial Refrigeration, Carrier Transicold, and Sensitech brands. The company was incorporated in 2019 and is headquartered in Palm Beach Gardens, Florida.",Mr. David L. Gitlin,Industrials,US,53000,561 365 2000,13995 Pasteur Boulevard,Palm Beach Gardens,FL,33418,20.62063,43.599369473748425,https://financialmodelingprep.com/image-stock/CARR.png,2020-03-19,False,False,True,False,False
CTLT,56.685,1.2,1592220,10258851300,0.0,31.8-60.2,1.865,"Catalent, Inc.",USD,0001596783,US1488061029,148806102,New York Stock Exchange,NYSE,Drug Manufacturers - Specialty & Generic,https://www.catalent.com,"Catalent, Inc., together with its subsidiaries, develops and manufactures solutions for drugs, protein-based biologics, cell and gene therapies, and consumer health products worldwide. It operates through four segments: Biologics, Softgel and Oral Technologies, Oral and Specialty Delivery, and Clinical Supply Services. The Softgel and Oral Technologies segment provides formulation, development, and manufacturing services for soft capsules for use in a range of customer products, such as prescription drugs, over-the-counter medications, dietary supplements, unit-dose cosmetics, and animal health medicinal preparations. The Biologics segment provides biologic cell-line; develops and manufactures cell therapy and viral based gene therapy; formulation, development, and manufacturing for parenteral dose forms, including vials, prefilled syringes, vials, and cartridges; and analytical development and testing services. The Oral and Specialty Delivery segment offers formulation, development, and manufacturing across a range of technologies along with integrated downstream clinical development and commercial supply solutions. This segment also offers oral delivery solutions platform comprising pre-clinical screening, formulation, analytical development, and current good manufacturing practices services. The Clinical Supply Services segment offers manufacturing, packaging, storage, distribution, and inventory management for drugs and biologics clinical trials. It also offers FastChain demand-led clinical supply services. The company serves pharmaceutical, biotechnology, and consumer health companies; and companies in other healthcare market segments, such as animal health and medical devices, as well as in cosmetics industries. Catalent, Inc. was incorporated in 2007 and is headquartered in Somerset, New Jersey.",Mr. Alessandro  Maselli,Healthcare,US,18000,732 537 6200,14 Schoolhouse Road,Somerset,NJ,08873,6.48941,47.1606,https://financialmodelingprep.com/image-stock/CTLT.png,2014-07-31,False,False,True,False,False
CAT,328.59,1.133,2735617,160697925270,5.64,223.76-382.01,-0.54,Caterpillar Inc.,USD,0000018230,US1491231015,149123101,New York Stock Exchange,NYSE,Agricultural - Machinery,https://www.caterpillar.com,"Caterpillar Inc. manufactures and sells construction and mining equipment, diesel and natural gas engines, and industrial gas turbines worldwide. Its Construction Industries segment offers asphalt pavers, backhoe loaders, compactors, cold planers, compact track and multi-terrain loaders, excavators, motorgraders, pipelayers, road reclaimers, site prep tractors, skid steer loaders, telehandlers, and utility vehicles; mini, small, medium, and large excavators; compact, small, and medium wheel loaders; track-type tractors and loaders; and wheel excavators. The Resource Industries segment provides electric rope shovels, draglines, hydraulic shovels, rotary drills, hard rock vehicles, track-type tractors, mining trucks, longwall miners, wheel loaders, off-highway trucks, articulated trucks, wheel tractor scrapers, wheel dozers, fleet management, landfill compactors, soil compactors, machinery components, autonomous ready vehicles and solutions, select work tools, and safety services and mining performance solutions. The Energy & Transportation segment offers reciprocating engines, generator sets, integrated systems and solutions, turbines and turbine-related services, remanufactured reciprocating engines and components, centrifugal gas compressors, diesel-electric locomotives and components, and other rail-related products and services for marine, oil and gas, industrial, and electric power generation sectors. The company's Financial Products segment provides operating and finance leases, installment sale contracts, working capital loans, and wholesale financing plans; and insurance and risk management products for vehicles, power generation facilities, and marine vessels. The All Other operating segment manufactures filters and fluids, undercarriage, ground engaging tools, etc. The company was formerly known as Caterpillar Tractor Co. and changed its name to Caterpillar Inc. in 1986. The company was founded in 1925 and is headquartered in Deerfield, Illinois.",Mr. D. James Umpleby III,Industrials,US,113200,224-551-4000,510 Lake Cook Road,Deerfield,IL,60015,128.36776,200.7622369884647,https://financialmodelingprep.com/image-stock/CAT.png,1929-12-02,False,False,True,False,False
CBOE,170.49,0.619,730353,17927705460,2.2,133.02-199.0,-1.85,"Cboe Global Markets, Inc.",USD,0001374310,US12503M1080,12503M108,New York Stock Exchange Arca,AMEX,Financial - Data & Stock Exchanges,https://www.cboe.com,"Cboe Global Markets, Inc., through its subsidiaries, operates as an options exchange worldwide. It operates through five segments: Options, North American Equities, Futures, Europe and Asia Pacific, and Global FX. The Options segment trades in listed market indices. The North American Equities segment trades in listed U.S. and Canadian equities. This segment also offers exchange-traded products (ETP) transaction and ETP listing services. The Futures segment trades in futures. The Europe and Asia Pacific segment offers pan-European listed equities and derivatives transaction services, ETPs, exchange-traded commodities, and international depository receipts, as well as ETP listings and clearing services. The Global FX segment provides institutional foreign exchange (FX) trading and non-deliverable forward FX transactions services. The company has strategic relationships with S&P Dow Jones Indices, LLC; FTSE International Limited; Frank Russell Company; MSCI Inc.; and DJI Opco, LLC. The company was formerly known as CBOE Holdings, Inc. and changed its name to Cboe Global Markets, Inc. in October 2017. Cboe Global Markets, Inc. was founded in 1973 and is headquartered in Chicago, Illinois.",Mr. Frederic J. Tomczyk,Financial Services,US,1647,312 786 5600,433 West Van Buren Street,Chicago,IL,60607,-83.84771,256.187706646432,https://financialmodelingprep.com/image-stock/CBOE.png,2010-06-15,False,False,True,False,False
CBRE,90.03,1.414,1618816,27623364720,1.5,64.63-98.65,-0.15,"CBRE Group, Inc.",USD,0001138118,US12504L1098,12504L109,New York Stock Exchange,NYSE,Real Estate - Services,https://www.cbre.com,"CBRE Group, Inc. operates as a commercial real estate services and investment company worldwide. It operates through three segments: Advisory Services, Global Workplace Solutions, and Real Estate Investments segments. The Advisory Services segment provides strategic advice and execution to owners, investors, and occupiers of real estate in connection with leasing; property sales and mortgage services under the CBRE Capital Markets brand; property and project management services, including construction management, marketing, building engineering, accounting, and financial services for owners of and investors in office, industrial, and retail properties; and valuation services that include market value appraisals, litigation support, discounted cash flow analyses, and feasibility studies, as well as consulting services, such as property condition reports, hotel advisory, and environmental consulting. The Global Workplace Solutions segment offers facilities management, project management, and transaction management services. The Real Estate Investments segment provides investment management services under the CBRE Investment Management brand to pension funds, insurance companies, sovereign wealth funds, foundations, endowments, and other institutional investors; development services under the Trammell Crow Company brand primarily to users of and investors in commercial real estate; and flexible-space solutions under the CBRE Hana brand. The company was founded in 1906 and is headquartered in Dallas, Texas.",Mr. Robert E. Sulentic,Real Estate,US,130000,214 979 6100,2100 McKinney Avenue,Dallas,TX,75201,13.52329,76.65670536954872,https://financialmodelingprep.com/image-stock/CBRE.png,2004-06-10,False,False,True,False,False
CDW,231.94,1.059,761253,31172272120,2.48,170.96-263.37,0.01,CDW Corporation,USD,0001402057,US12514G1085,12514G108,NASDAQ Global Select,NASDAQ,Information Technology Services,https://www.cdw.com,"CDW Corporation provides information technology (IT) solutions in the United States, the United Kingdom, and Canada. It operates through three segments: Corporate, Small Business, and Public. The company offers discrete hardware and software products and services, as well as integrated IT solutions, including on-premise, hybrid, and cloud capabilities across data center and networking, digital workspace, and security. Its hardware products comprise notebooks/mobile devices, network communications, desktop computers, video monitors, enterprise and data storage, and others; and software products consists of application suites, security, virtualization, operating systems, and network management. The company also provides advisory and design, software development, implementation, managed, professional, configuration, and telecom services, as well as warranties; mission critical software, systems, and network solutions; and implementation and installation, and repair services to its customers through various third-party service providers. It serves government, education, and healthcare customers; and small, medium, and large business customers. The company was founded in 1984 and is headquartered in Vernon Hills, Illinois.",Ms. Christine A. Leahy,Technology,US,11400,847 465 6000,200 North Milwaukee Avenue,Vernon Hills,IL,60061,122.93573,108.99427058133075,https://financialmodelingprep.com/image-stock/CDW.png,2013-06-27,False,False,True,False,False
CE,136.78,1.334,661148,14939111600,2.8,105.27-172.16,-1.27,Celanese Corporation,USD,0001306830,US1508701034,150870103,New York Stock Exchange,NYSE,Chemicals,https://www.celanese.com,"Celanese Corporation, a technology and specialty materials company, manufactures and sells high performance engineered polymers in the United States and internationally. The company operates through three segments: Engineered Materials, Acetate Tow, and Acetyl Chain. The Engineered Materials segment develops, produces, and supplies specialty polymers for automotive and medical applications, as well as for use in industrial products and consumer electronics. It also offers acesulfame potassium, a sweetener for use in various beverages, confections, and dairy products; and food protection ingredients, such as potassium sorbate and sorbic acid for use in foods, beverages, and personal care products. The Acetate Tow segment provides acetate tows and flakes for use in filter products applications. The Acetyl Chain segment produces and supplies acetyl products, including acetic acid, vinyl acetate monomers, acetic anhydride, and acetate esters that are used as starting materials for colorants, paints, adhesives, coatings, and pharmaceuticals; and organic solvents and intermediates for pharmaceutical, agricultural, and chemical products. It also offers vinyl acetate-based emulsions for use in paints and coatings, adhesives, construction, glass fiber, textiles, and paper applications; and ethylene vinyl acetate resins and compounds, as well as low-density polyethylene for use in flexible packaging films, lamination film products, hot melt adhesives, automotive parts, and carpeting applications. In addition, it manufactures ultra-high molecular weight polyethylene. Celanese Corporation was founded in 1918 and is headquartered in Irving, Texas.",Ms. Lori J. Ryerkerk BS,Basic Materials,US,12400,972 443 4000,222 West Las Colinas Boulevard,Irving,TX,75039-5421,-179.58477,317.6347711951226,https://financialmodelingprep.com/image-stock/CE.png,2005-01-21,False,False,True,False,False
COR,235.2225,0.476,1328624,46915598070,2.04,171.65-246.75,-0.4575,Cencora,USD,0001140859,US03073E1055,03090BBJ8,New York Stock Exchange,NYSE,Medical - Distribution,https://www.amerisourcebergen.com,"Cencora, Inc. sources and distributes pharmaceutical products. Its U.S. Healthcare Solutions segment distributes pharmaceuticals, over-the-counter healthcare products, home healthcare supplies and equipment, and related services to acute care hospitals and health systems, independent and chain retail pharmacies, mail order pharmacies, medical clinics, long-term care and alternate site pharmacies, and other customers. The company also provides pharmacy management, staffing, and other consulting services; supply management software to retail and institutional healthcare providers; packaging solutions to various institutional and retail healthcare providers; clinical trial support, product post-approval, and commercialization support services; data analytics, outcomes research, and additional services for biotechnology and pharmaceutical manufacturers; and pharmaceuticals, vaccines, parasiticides, diagnostics, micro feed ingredients, and other products to the companion animal and production animal markets. In addition, this segment distributes plasma and other blood products, injectable pharmaceuticals, vaccines, and other specialty products; and provides other services primarily to physicians who specialize in various disease states, primarily oncology, as well as to other healthcare providers, including hospitals and dialysis clinics. The company's International Healthcare Solutions segment offers international pharmaceutical wholesale and related service, and global commercialization services; and distributes pharmaceuticals, other healthcare products, and related services to pharmacies, doctors, health centers and hospitals primarily in Europe. This segment also provides specialty transportation and logistics services for the biopharmaceutical industry. The company was formerly known as AmerisourceBergen Corporation and changed its name to Cencora, Inc. in August 2023. Cencora, Inc. was incorporated in 2001 and is headquartered in Conshohocken, Pennsylvania.",Mr. Steven H. Collis,Healthcare,US,46000,610 727 7000,1 West First Avenue,Conshohocken,PA,19428,-368.77684,604.4568393143376,https://financialmodelingprep.com/image-stock/COR.jpg,1995-04-04,False,False,True,False,False
CNC,67.07,0.468,3538685,35792307853,0.0,60.83-81.42,-0.41,Centene Corporation,USD,0001071739,US15135B1017,15135B101,New York Stock Exchange,NYSE,Medical - Healthcare Plans,https://www.centene.com,"Centene Corporation operates as a multi-national healthcare enterprise that provides programs and services to under-insured and uninsured individuals in the United States. Its Managed Care segment offers health plan coverage to individuals through government subsidized programs, including Medicaid, the State children's health insurance program, long-term services and support, foster care, and medicare-medicaid plans, which cover dually eligible individuals, as well as aged, blind, or disabled programs. Its health plans include primary and specialty physician care, inpatient and outpatient hospital care, emergency and urgent care, prenatal care, laboratory and X-ray, home-based primary care, transportation assistance, vision care, dental care, telehealth, immunization, specialty pharmacy, therapy, social work, nurse advisory, and care coordination services, as well as prescriptions and limited over-the-counter drugs, medical equipment, and behavioral health and abuse services. This segment also offers various individual, small group, and large group commercial healthcare products to employers and directly to members. The company's Specialty Services segment provides pharmacy benefits management services; nurse advice line and after-hours support services; vision and dental services, as well as staffing services to correctional systems and other government agencies; and services to Military Health System eligible beneficiaries. This segment offers its services and products to state programs, correctional facilities, healthcare organizations, employer groups, and other commercial organizations. The company provides its services through primary and specialty care physicians, hospitals, and ancillary providers. Centene Corporation was founded in 1984 and is headquartered in St. Louis, Missouri.",Ms. Sarah M. London,Healthcare,US,59900,314 725 4477,Centene Plaza,Saint Louis,MO,63105,-496.50867,575.088669150469,https://financialmodelingprep.com/image-stock/CNC.png,2001-12-13,False,False,True,False,False
CNP,31.375,0.905,4817646,20071340500,0.8,25.42-31.565,0.095,"CenterPoint Energy, Inc.",USD,0001130310,US15189T1079,15189T107,New York Stock Exchange,NYSE,Regulated Electric,https://www.centerpointenergy.com,"CenterPoint Energy, Inc. operates as a public utility holding company in the United States. The company operates through Electric and Natural Gas segments. The Electric segment includes electric transmission and distribution services to electric customers and electric generation assets, as well as assets in the wholesale power market. The Natural Gas segment provides natural gas distribution services, as well as home appliance maintenance and repair services to customers in Minnesota; and home repair protection plans to natural gas customers in Arkansas, Indiana, Mississippi, Ohio, Oklahoma, and Texas and Louisiana through a third party. This segment also engages in the sale of regulated intrastate natural gas, and transportation and storage of natural gas for residential, commercial, industrial, and transportation customers. As of December 31, 2021, it served approximately 2.7 million metered customers; owned 239 substation sites with a total installed rated transformer capacity of 71,241 megavolt amperes; operated approximately 1,00,000 linear miles of natural gas distribution and transmission mains; and owned and operated 285 miles of intrastate pipeline in Louisiana, Texas, and Oklahoma. The company was founded in 1866 and is headquartered in Houston, Texas.",Mr. Jason P. Wells,Utilities,US,8827,713 207 1111,1111 Louisiana Street,Houston,TX,77002,0.537668,30.2777,https://financialmodelingprep.com/image-stock/CNP.png,1970-01-02,False,False,True,False,False
CF,73.815,0.992,2260575,13492053330,2.0,67.59-87.9,-0.315,"CF Industries Holdings, Inc.",USD,0001324404,US1252691001,125269100,New York Stock Exchange,NYSE,Agricultural Inputs,https://www.cfindustries.com,"CF Industries Holdings, Inc. manufactures and sells hydrogen and nitrogen products for energy, fertilizer, emissions abatement, and other industrial activities worldwide. Its principal products include anhydrous ammonia, granular urea, urea ammonium nitrate, and ammonium nitrate products. The company also offers diesel exhaust fluid, urea liquor, nitric acid, and aqua ammonia products; and compound fertilizer products with nitrogen, phosphorus, and potassium. It primarily serves cooperatives, independent fertilizer distributors, traders, wholesalers, and industrial users. The company was founded in 1946 and is headquartered in Deerfield, Illinois.",Mr. W. Anthony Will,Basic Materials,US,2700,847 405 2400,4 Parkway North,Deerfield,IL,60015,-159.3267,239.21670062487422,https://financialmodelingprep.com/image-stock/CF.png,2005-08-11,False,False,True,False,False
CHRW,87.945,0.813,1599398,10297919775,2.44,65.0-100.88,0.455,"C.H. Robinson Worldwide, Inc.",USD,0001043277,US12541W2098,12541W209,NASDAQ Global Select,NASDAQ,Integrated Freight & Logistics,https://www.chrobinson.com,"C.H. Robinson Worldwide, Inc., together with its subsidiaries, provides freight transportation services and logistics solutions to companies in various industries worldwide. The company operates in two segments, North American Surface Transportation and Global Forwarding. It offers transportation and logistics services, such as truckload; less than truckload transportation brokerage services, which include the shipment of single or multiple pallets of freight; intermodal transportation that comprise the shipment service of freight in containers or trailers by a combination of truck and rail; and non-vessel ocean common carrier and freight forwarding services, as well as organizes air shipments and provides door-to-door services. The company also offers customs broker services; and other logistics services, such as fee-based managed, warehousing, small parcel, and other services. It has contractual relationships with approximately 85,000 transportation companies, including motor carriers, railroads, and air and ocean carriers. In addition, the company is involved in buying, selling, and/or marketing of fresh produce, including fresh fruits, vegetables, and other value-added perishable items under the Robinson Fresh name. Further, it provides transportation management services or managed TMS; and other surface transportation services. The company offers its fresh produce to grocery retailers, restaurants, produce wholesalers, and foodservice distributors through a network of independent produce growers and suppliers. C.H. Robinson Worldwide, Inc. was founded in 1905 and is headquartered in Eden Prairie, Minnesota.",Mr. David P. Bozeman,Industrials,US,14990,952 937 8500,14701 Charlson Road,Eden Prairie,MN,55347-5076,-40.1733,127.66330441124475,https://financialmodelingprep.com/image-stock/CHRW.png,1997-10-16,False,False,True,False,False
CRL,210.26,1.4,515254,10830850042,0.0,161.65-275.0,0.63,"Charles River Laboratories International, Inc.",USD,0001100682,US1598641074,159864107,New York Stock Exchange,NYSE,Medical - Diagnostics & Research,https://www.criver.com,"Charles River Laboratories International, Inc., a non-clinical contract research organization, provides drug discovery, non-clinical development, and safety testing services in the United States, Europe, Canada, the Asia Pacific, and internationally. It operates through three segments: Research Models and Services (RMS), Discovery and Safety Assessment (DSA), and Manufacturing Solutions (Manufacturing). The RMS segment produces and sells rodent research model strains and purpose-bred rats and mice for use by researchers. This segment also provides a range of services to assist its clients in supporting the use of research models in research and screening non-clinical drug candidates, including research models, genetically engineered models and services, insourcing solutions, and research animal diagnostic services. The DSA segment offers early and in vivo discovery services for the identification and validation of novel targets, chemical compounds, and antibodies through delivery of non-clinical drug and therapeutic candidates ready for safety assessment; and safety assessment services, such as toxicology, pathology, safety pharmacology, bioanalysis, drug metabolism, and pharmacokinetics services. The Manufacturing segment provides in vitro methods for conventional and rapid quality control testing of sterile and non-sterile pharmaceuticals and consumer products. This segment also offers specialized testing of biologics that are outsourced by pharmaceutical and biotechnology companies; and avian vaccine services that provide specific-pathogen-free (SPF) fertile chicken eggs, SPF chickens, and diagnostic products used to manufacture vaccines. The company also provides contract vivarium operation services to biopharmaceutical clients. Charles River Laboratories International, Inc. was founded in 1947 and is headquartered in Wilmington, Massachusetts.",Mr. James C. Foster J.D.,Healthcare,US,20400,781 222 6000,251 Ballardvale Street,Wilmington,MA,01887,41.38055,168.24945491992187,https://financialmodelingprep.com/image-stock/CRL.png,2000-06-23,False,False,True,False,False
SCHW,73.03,0.954,6830403,129794758400,1.0,48.66-79.49,0.33,The Charles Schwab Corporation,USD,0000316709,US8085131055,808513105,New York Stock Exchange,NYSE,Financial - Capital Markets,https://www.schwab.com,"The Charles Schwab Corporation, together with its subsidiaries, provides wealth management, securities brokerage, banking, asset management, custody, and financial advisory services. The company operates in two segments, Investor Services and Advisor Services. The Investor Services segment provides retail brokerage, investment advisory, banking and trust, retirement plan, and other corporate brokerage services; equity compensation plan sponsors full-service recordkeeping for stock plans, stock options, restricted stock, performance shares, and stock appreciation rights; and retail investor and mutual fund clearing services, as well as compliance solutions. The Advisor Services segment offers custodial, trading, banking, and support services; and retirement business and corporate brokerage retirement services. This segment provides brokerage accounts with equity and fixed income, margin lending, options, and futures and forex trading; cash management capabilities comprising third-party certificates of deposit; third-party and proprietary mutual funds; plus mutual fund trading and clearing services; and exchange-traded funds (ETFs), including proprietary and third-party ETFs. It also offers advice solutions, such as managed portfolios of proprietary and third-party mutual funds and ETFs, separately managed accounts, customized personal advice for tailored portfolios, and specialized planning and portfolio management. In addition, this segment provides banking products and services, including checking and savings accounts, first lien residential real estate mortgage loans, home equity lines of credit, and pledged asset lines; and trust services comprising trust custody services, personal trust reporting services, and administrative trustee services. As of December 31, 2021, the Company had approximately 400 domestic branch offices in 48 states and the District of Columbia, as well as locations in Puerto Rico, the United Kingdom, Hong Kong, and Singapore. The Charles Schwab Corporation was incorporated in 1971 and is headquartered in Westlake, Texas.",Mr. Walter William Bettinger II,Financial Services,US,32600,817 859 5000,3000 Schwab Way,Westlake,TX,76262,-11.1151,83.8150961921596,https://financialmodelingprep.com/image-stock/SCHW.png,1987-09-22,False,False,True,False,False
CHTR,287.155,1.035,1172688,41358934650,0.0,236.08-458.3,3.155,"Charter Communications, Inc.",USD,0001091667,US16119P1084,16119P108,NASDAQ Global Select,NASDAQ,Telecommunications Services,https://corporate.charter.com,"Charter Communications, Inc. operates as a broadband connectivity and cable operator company serving residential and commercial customers in the United States. The company offers subscription-based video services, including video on demand, high-definition television, digital video recorder, pay-per-view services. It provides Internet services, such as security suite that protects computers from viruses and spyware, and threats from malicious actors; in-home WiFi, which provides customers with high performance wireless routers to enhance their in-home wireless Internet experience; out-of-home WiFi; and Spectrum WiFi services, as well as video services. The company also offers voice communications services using voice over Internet protocol technology; and broadband communications solutions, such as Internet access, data networking, fiber connectivity, video entertainment, and business telephone services to cellular towers and office buildings for business and carrier organizations. In addition, it provides mobile services; offers video programming, static IP and business WiFi, email and security, and multi-line telephone services, as well as Web-based service management; sells local advertising across various platforms for networks, such as TBS, CNN, and ESPN; sells advertising inventory to local sports and news channels; and offers Audience App for optimizes linear inventory. Further, the company offers communications products and managed service solutions; data connectivity services to mobile and wireline carriers on a wholesale basis; and owns and operates regional sports and news networks. It serves approximately 32 million customers in 41 states. The company was founded in 1993 and is headquartered in Stamford, Connecticut.",Mr. Christopher L. Winfrey,Communication Services,US,101100,203 905 7801,400 Washington Boulevard,Stamford,CT,06902,-209.4997,493.49970491372545,https://financialmodelingprep.com/image-stock/CHTR.png,2010-01-05,False,False,True,False,False
CVX,157.49,1.107,7104180,290249345300,6.52,139.62-171.7,0.85,Chevron Corporation,USD,0000093410,US1667641005,166764100,New York Stock Exchange,NYSE,Oil & Gas Integrated,https://www.chevron.com,"Chevron Corporation, through its subsidiaries, engages in integrated energy and chemicals operations worldwide. The company operates in two segments, Upstream and Downstream. The Upstream segment is involved in the exploration, development, production, and transportation of crude oil and natural gas; processing, liquefaction, transportation, and regasification associated with liquefied natural gas; transportation of crude oil through pipelines; and transportation, storage, and marketing of natural gas, as well as operates a gas-to-liquids plant. The Downstream segment engages in refining crude oil into petroleum products; marketing crude oil, refined products, and lubricants; manufacturing and marketing of renewable fuels; transporting crude oil and refined products by pipeline, marine vessel, motor equipment, and rail car; and manufacturing and marketing of commodity petrochemicals, plastics for industrial uses, and fuel and lubricant additives. It is also involved in the cash management and debt financing activities; insurance operations; real estate activities; and technology businesses. The company was formerly known as ChevronTexaco Corporation and changed its name to Chevron Corporation in 2005. Chevron Corporation was founded in 1879 and is based in San Ramon, California.",Mr. Michael K. Wirth,Energy,US,45600,925 842 1000,6001 Bollinger Canyon Road,San Ramon,CA,94583-2324,-130.66615,287.3061539481086,https://financialmodelingprep.com/image-stock/CVX.png,1921-06-24,False,False,True,False,False
CMG,3215.07,1.254,279141,88308327690,0.0,1768.64-3463.07,0.6501,"Chipotle Mexican Grill, Inc.",USD,0001058090,US1696561059,169656105,New York Stock Exchange,NYSE,Restaurants,https://www.chipotle.com,"Chipotle Mexican Grill, Inc., together with its subsidiaries, owns and operates Chipotle Mexican Grill restaurants. As of February 15, 2022, it owned and operated approximately 3,000 restaurants in the United States, Canada, the United Kingdom, France, Germany, and rest of Europe. The company was founded in 1993 and is headquartered in Newport Beach, California.",Mr. Brian R. Niccol,Consumer Cyclical,US,120000,949 524 4000,610 Newport Center Drive,Newport Beach,CA,92660,2425.84728,788.5727237464056,https://financialmodelingprep.com/image-stock/CMG.png,2006-01-26,False,False,True,False,False
